chunk_id,program_id,source_type,party_name,year,title,cluster_id,primary_topic_id,primary_topic_label,primary_confidence,secondary_topic_id,secondary_topic_label,secondary_confidence,review_status,reasons,text
V_1970_chunk_040,V_1970,party_program,Venstre,1970,Frem mod år 2000,19,skole_uddannelse_forskning,"Skole, uddannelse og forskning",1.52,,,,needs_review,"keyword:uddannelse, keyword:uddannelser, keyword:undervisning, keyword:studerende","Forprøver. Dette vil muliggøre en større spredning, der dog ikke må gå videre, end at der hvert sted kan blive et tilstrækkeligt stærkt undervisnings- og forskningsmiljø og mulighed for, at en uddannelse kan sammensættes af undervisning ved to eller flere institutioner. En koordinering og styring af denne udbygning og strukturændring må etableres snarest af hensyn til planlægningen og den rigtige udnyttelse af investeringerne. Tidligt i uddannelsen bør der holdes forprøver, hvis udfald er afgørende for adgangen til at fortsætte en påbegyndt uddannelse, men de må ikke blive adgangsbegrænsende for egnede studerende. Der må tilstræbes en væsentlig kortere studietid end den, der nu gælder for hovedparten af de højere uddannelser. Det må ske gennem effektiv tilrettelæggelse, moderne undervisningsmetoder med brug af tekniske hjælpemidler og ved, at de fagligt velkvalificerede lærerkrafter gennem efteruddannelse sikres de fornødne pædagogiske kvalifikationer. Der må åbnes nye muligheder for at vælge fagkombinationer efter fremtidens behov med deleksaminer efter angelsaksisk mønster og med bevis for erhvervede standpunkter, hvis en uddannelse afbrydes. Der må skabes flere muligheder for at udføre videnskabeligt arbejde, bl.a. ved oprettelse af institutioner, der muliggør holdarbejde af forskere med forskellig grunduddannelse. Derfor må samfundsmagten fortsat – gennem lovgivningen – fastsætte rammer for demokratiske samarbejdsforhold på de enkelte institutioner."
V_1970_chunk_041,V_1970,party_program,Venstre,1970,Frem mod år 2000,2,skole_uddannelse_forskning,"Skole, uddannelse og forskning",0.86,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.44,needs_review,"keyword:uddannelse, keyword:uddannelser, multi_keyword:2, keyword:administration, keyword:kvalitet, multi_keyword:2","Uddannelsesstøtte Det må sikres, at ingen af økonomiske grunde afskæres fra at få en uddannelse svarende til evner og indsats. Uddannelsesstøtten, der skal ydes til alle statsanerkendte uddannelser fra undervisningspligtens ophør, og som fra myndighedsalderens indtræden skal være uafhængig af forældrenes økonomiske forhold, skal gives som en kombination af lån og stipendier – med hovedvægten lagt på stipendier i de første uddannelsesår for derigennem at fremme uddannelsernes demokratisering. De ovennævnte principper skal finde anvendelse også på andre uddannelser end dem, der er nævnt. Opmærksomheden bør navnlig rettes mod ungdoms-, voksen- og efteruddannelserne, der har afgørende betydning for menneskets trivselsmuligheder i et samfund under hurtig forandring. Det er i samfundets interesse at sikre, at disse uddannelser til enhver tid har tilstrækkelig kapacitet og kvalitet. Folkekirkens ydre administration er en statsopgave, men det er en værdifuld tradition, at lovgivningen og samfundsmagten ikke blander sig i kirkens indre liv, og at den ikke udøver patrulje over for mennesker i åndelige spørgsmål, men alene tilbyder ordnede rammer. Samfundet skal sikre folkekirken orden i de ydre forhold og frihed for det åndelige liv. Denne ordning må ikke betyde den mindste indskrænkning i menneskers ret til selv at vælge folkekirken, andre trossamfund eller helt at stå uden for trossamfund. Derfor skal den frihedslinie, der gennem århundreder har præget dansk kirkelovgivning, fastholdes og udbygges – såvel over for folkekirken som over for andre trossamfund."
V_1970_chunk_042,V_1970,party_program,Venstre,1970,Frem mod år 2000,10,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.44,,,,needs_review,"keyword:offentlige, keyword:decentralisering, multi_keyword:2","Frihedslinjen må indebære, at de kirkelige udgifter i størst rimelig udstrækning bestrides af den kirkelige ligning og forvaltes af menighedsrådene. Statens støtte bør principielt knyttes til folkekirkens funktioner i hele samfundets interesse, f.eks. hvor den er bærer af værdifulde kulturhistoriske traditioner og manifestationer såsom kirkelige bygningsværker. Som folkekirkens lovgivende forsamling bør Folketinget medvirke til rammer, der er således, at folkekirken kan byde hele befolkningen kirkelig betjening, og som fremmer en smidig tilpasning i det moderne samfund. Det gælder f.eks. tilpasning af sogneinddeling efter befolkningsudviklingen og særlige lokale hensyn. I de store tilflytterområder bør der således drages omsorg for, at kirken kan betjene befolkningen lige så tidligt som andre humane og kulturelle institutioner, ligesom der bør kunne tages specielle hensyn til den kirkelige betjening af særlige befolkningsgrupper ved hospitalsinstitutioner, uddannelsescentre, militære forlægninger m.v., hvor der er rimeligt underbyggede ønsker herom. Princippet om decentralisering – om at afgørelser skal placeres nærmest muligt det enkelte menneske – bør føre til en styrkelse af menighedsrådenes beføjelser og ansvar, såvel over de kirkelige midler som den kirkelige udskrivning. En konsekvens af kirkens væsen som folkekirke må være, at f.eks. kirkelig vielse og kirkeligt udstedte attester stadigvæk må have gyldighed over for offentlige myndigheder. I det liberale samfunds fællesskaber er det ikke demokratiet, men afvigelsen derfra, der kræver begrundelser. Demokratiet er i det moderne samfund ikke en selvfølge, men det er en nødvendighed for og en uundværlig del af menneskelig trivsel."
V_1970_chunk_043,V_1970,party_program,Venstre,1970,Frem mod år 2000,10,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",1.02,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.86,needs_review,"keyword:demokrati, keyword:ytringsfrihed, keyword:deltagelse, multi_keyword:3, keyword:kommuner, keyword:decentralisering","Nærdemokrati. Demokrati er ikke kun formelle regler om valg af Folketing, amtsråd og kommunalbestyrelser, om ytringsfrihed, retsbeskyttelse og administrationens lovlighed. Demokrati er også en holdning, som skal præge vor hverdag og dens mangfoldige arbejds-, uddannelses-, bolig-, organisations- og andre fællesskaber for at leve. Demokrati er frisind og mangfoldighed, respekt for menneskets ret til at være anderledes, til at mene noget andet end, hvad man selv mener, til selv at forme og vælge sin tilværelse – alene begrænset af hensynet til andres ret til det samme og fællesskabets vitale interesser. Decentralisering er et grundlæggende princip i et liberalt demokrati, fordi det placerer afgørelser nærmest muligt mennesket – nærdemokrati – og fordi det giver mangfoldighed og den enkelte de videste muligheder for at vælge. Til decentralisering hører, at afgørelser om den enkeltes forhold og tilværelse i videst muligt omfang træffes af den pågældende selv, at afgørelser om fællesskabet træffes af fællesskabet selv. Der bør åbnes videregående muligheder for vælgernes deltagelse også i lokale politiske afgørelser gennem afstemninger. En tilsvarende udvidelse af den direkte indflydelse bør ske inden for det moderne samfunds organisationer, som er en nødvendig del af demokratiet. Ligeledes bør lokalrådstanken nyde fremme i de større kommuner, såvel som indførelse af bygderåd i de grønlandske kommuner må være en rigtig udvikling. Demokratiet skal stadig udvikles, så det magter opgaverne i et samfund under forvandling og i stadigt tættere gensidig afhængighed af verden omkring os."
Z_1973_chunk_001,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,9,parti_organisation,Parti og organisation,0.32,,,,needs_review,keyword:partiet,"Fremskridtspartiet vil derfor virke for at få partidisciplinen opløst og de politiske partiers særbegunstigelse afskaffet.På kort sigt er efter Fremskridtspartiets opfattelse den vigtigste opgave at få fjernet den blydyne af paragrafvildnis, embedsmandspapirvælde og indkomstskattetryk, som har sænket sig over samfundet. Tilslutning til partiet er derfor i øjeblikket betinget af – og alene betinget af – at den pågældende meget højt vil prioritere bekæmpelse af disse tre samfundsonder ad demokratisk vej.På alle andre punkter stiller Fremskridtspartiet sin tilhængere frit, men det fremhæves, at den overvejende del af partiet går ind for følgende synspunkter: 1. Misundelseskompleksbetragtninger er usunde, såvel befolkningsmentalt som samfundsøkonomisk. Det gælder om, at de socialt svagt stillede skal få forbedret deres levestandard mest muligt med mindst mulige pligtanstrengelser. Dette sker effektivest ved, at de produktive i frihed kan tjene godt. Det er derfor udmærket, hvis fabrikanter og godsejere kan øge deres indkomster – det er fra sådanne kilder, at de virkeligt betydende forbedringer af de socialt dårligt stilledes kår kommer. Har igangsætteren det godt, skabes gode arbejdspladser og nye produkter. Så får arbejdsmanden det bedre, og det bliver muligt at yde reel hjælp til de socialt handicappede. Derimod skaber offentligt bureaukrati ikke social fremgang. 2. Danmarks retskultur er gået i forfald. En kløft skiller den gode arbejder fra det væld af meningsløse cirkulærer og lovbestemmelser, som er skudt op. De i administrationen og retsvæsenet beskæftigede magter ikke at slå bro over kløften."
Z_1973_chunk_003,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,10,religion_etik_vaerdier,"Religion, etik og værdier",0.54,,,,needs_review,"keyword:religion, keyword:moral, multi_keyword:2","Alle andre danske diplomatiske repræsentationer afvikles over en syvmåneders periode. (…) 4. Religion og moral er den enkelte borgers privatsag. Hvad en borger foretager sig uden på væsentlig måde at genere andre, skal det være hans frie og suveræne ret at gøre. 5. Opførelse af en fast forbindelse over Store Bælt fremskyndes mest muligt. Der skal ikke opkræves broafgifter for benyttelsen. (…) 6. Landbrugslovgivningen skal hurtigt befries for alle de forhistoriske regler, der til dels er begrundet i rene misundelsesbetragtninger, f.eks. forbud mod sammenlægninger, påbud om bestemte driftsformer, bopælspligt m.v. (…) 7. Fremskridtspartiet danner helst regering alene. Kan vi ikke det, er ønske nr. 2 at komme i koalition med et eller flere andre regeringspartier, hvor vi i al fald får indflydelse svarende til vor forholdsmæssige folketingsrepræsentation. En fast støttepartiaftale vil kræve større indrømmelser til os. Kan vi ikke komme med i regeringsgrundlaget, og der efter et folketingsvalg er alternative statsministeremner – for eksempel Hilmar Baunsgaard og Orla Møller – vil Fremskridtspartiet ved den første tillidsafstemning i det nyvalgte folketing støtte den kandidat, hvis ministerium erklærer sig rede til indenfor den første arbejdsmåned i folketinget at gennemføre det skattefrie personfradrag, som ligger nærmest de 60.000 kr., med virkning fra det indkomstår, hvis begyndelse ligger 8½ og 20½ måned fra folketingsvalgets dato. Vil ingen love at forhøje bundgrænsen som nævnt, stemmer Fremskridtspartiet imod den nye regering, hvis den derved kan væltes."
Z_1973_chunk_004,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,21,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.70,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.50,needs_review,"keyword:beskæftigelse, keyword:arbejdspladser, multi_keyword:2, keyword:erhverv, keyword:produktion, multi_keyword:2","8. Særlige skatteordninger for fiskere, sygeplejersker etc. eller omgørelse af fradragsregler eller sambeskatningsregler vil være lapperier, der først og fremmest vil bidrage til at øge indkomstskatteforvirringen. Den 50 % indkomstskat, der skal betales i afviklingsperioden, bør derfor udredes efter de nugældende regler. 9. I den periode, hvor indkomstskatteafviklingen står på, kan det ikke nytte noget at røre ved andre skatter som f.eks. arveafgift, aktieselskabsskat, særlig indkomstskat. (…) Operation ”Væk med indkomstskatten” er i sig selv en så krævende og indgribende behandling af den danske samfundsøkonomi, at man ret strengt må holde sig til den linie for ikke at flippe ud. (…) 10. Den økonomiske politik bør lægges således til rette, at der kommer et rigeligt udbud af arbejdspladser, således at ingen uforskyldt kommer til at gå arbejdsløs. Skulle der i en omstruktureringsperiode komme problemer, skal de pågældende have rundelig hjælp.På lidt længere sigt vil frygten for ikke at kunne få beskæftigelse nok blive manet i jorden. Masseforbruget i nutiden vil, når det ikke spoleres af en urimeligt dårlig restriktionspolitik fra folketingets side, føre til, at der vil blive overskud af beskæftigelse med produktion, distribution og service på alle de mange forbrugsgoder. (…) 11. Når kontorsektorens folk overføres til produktivt erhverv, altså til fremstilling af ydelser, som der er naturligt menneskeligt behov for, vil Danmarks betalingsbalanceproblemer blive løst. De nuværende vanskeligheder skyldes, at vi med en given produktion skal føde på så mange hundrede tusinde kontormennesker, der dels hører til de bedst aflagte i samfundet, dels ikke bidrager til den samlede samfundskage med noget, der kan eksporteres eller give trivselsfremmende forbrug for andre."
Z_1973_chunk_005,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,23,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.54,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.50,needs_review,"keyword:virksomhed, keyword:eksport, multi_keyword:2, keyword:arbejde, keyword:arbejdspladser, multi_keyword:2","Dertil kommer, at Danmark som foregangsland med indkomstskattens ophævelse utvivlsomt vil tiltrække så mange udenlandske investeringer, at vi frit kan vælge, hvilke (ikke forurenende) arbejdspladser, vi vil have i landet. 12. Den væsentligste indenlandske inflationskilde i Danmark er den høje aflønning af de mange kontorfolk, hvis arbejdes karakter hindrer dem i at fremstille noget, der kan benyttes trivselsfremmende for medborgerne eller til eksport. Med deres økonomiske formåen indkøber de derimod de varer, der er fremstillet i de nyttige hjemmemarkedserhverv eller de importerede. Gennemførelsen af Fremskridtspartiets program om udtynding af papirsektoren må derfor forventes at formindske inflationen. 13. Overførelse af skrivebordsfolk til produktivt arbejde fremmes bl.a. ved kundgørelse af lønpolitik og ved, at det offentlige yder større bidrag til omskoling af skrivebordsbeskæftigede til nyttigt arbejde, jo før de pågældende opsiger deres hidtidige stillinger. (…) 14. Efter en overgangsperiode skal offentlige ansatte ikke have bedre pensionsvilkår for skatteydermidler end andre. Det offentlige yder dem altså folkepension på fuld linie med den øvrige befolkning, men ingen særpensioner. (…) 15. Boligministeriets sager overflyttes til et særligt departement i Ministeriet for Afvikling af Offentlig Virksomhed.Der gennemføres hurtigst en lov om ophævelse af al lovgivning, som har hørt under Boligministeriet. (…) 16. Undervisningspligten omfatter en syvårig periode, herunder tiden fra barnets 8 års fødselsdag, til det fylder14 år. Skatteyderfinan[s]iering sker også af skolen, der dækker 8. – 12. undervisningsklasse."
Z_1973_chunk_006,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,15,skole_uddannelse_forskning,"Skole, uddannelse og forskning",1.68,,,,needs_review,"keyword:uddannelser, keyword:folkeskole, keyword:undervisning, keyword:erhvervsuddannelser","Den private folkeskole får månedlige statstilskud baseret på elevtal. (…) Den offentlige folkeskoles hovedformål er at lære eleverne at læse, skrive og regne. Næst derefter kommer undervisning i fremmedsprog. (…) 17. De skatteyderfinansierede mere langvarige uddannelser bør indskrænkes til samfundsnyttige områder som læger, ingeniører og lærere. Ved disse studier skal der indføres adgangsbegrænsning efter, hvad der ventes at være behov for af kandidater. (…)Universitetsundervisningen må herefter kunne klares i København, Århus og Odense, således at planlægning af yderligere universiteter opgives, og Roskilde universitet sælges til andet formål, for eksempel motel. (…)De nymodens styrelseslove med studenterindflydelse på studiernes tilrettelæggelse ophæves.Erhvervsuddannelser betales af de på gældende [sic] erhverv selv. Det offentlige betaler i konsekvens heraf for uddannelser til hverv i offentlig tjeneste som for eksempel sygeplejersker, togførere og politibetjente. 18. Enhver medborger, der ønsker at støtte Nordvietnam, Bangla-Desh, Rhodesia eller andet udviklingsland, er velkommen til at gøre dette med sine egne penge. Derimod finder Fremskridtspartiet det både principielt og økonomisk forkert, at staten generøst øser ud af de fra skatteyderne tvangsinddrevne midler (…). 19. Fremskridtspartiet ligger på linie med folketingspartierne med hensyn til det ønskelige i skatteyderfinansiering af læge- og hospitalsbehandlinger. (…) 20. Fremskridtspartiet har ikke noget dogmatisk syn på kongedømmet. Det overvejende antal af partiets tilhængere mener, at vi skal gøre brug af den demokratiske garanti overfor politiske manipulationer, at det ser ud, som om vi i de næste 30-40 år vil have en dronning, der med rette nyder meget betydelig popularitet hos langt den overvejende del af den danske befolkning."
Z_1973_chunk_008,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,10,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",0.32,,,,needs_review,keyword:demokrati,"Kort sagt: Dronningen skal ikke bestemme noget endeligt, men have adgang til at kræve, at vælgerne spørges. 21. I forsvarsforliget af 14. februar 1973 har ca. 157 folketingsmedlemmer enigt fastlagt den danske militærpolitik helt frem til 1977. (…)Havde Fremskridtspartiet haft en folketingsgruppe i februar 1973, havde den i øvrigt nok stået delt med hensyn til, om den ville have støttet det nu trufne forlig eller have fulgt SF og udbrydere i den radikale gruppe. (…) 22. De af de fem folketingspartier lancerede forslag vedrørende økonomisk demokrati afvises. Der er ganske klart tale om forkert varebetegnelse. Det, forslagene stort set går ud på, er at aflede vælgernes opmærksomhed fra de virkelige samfundsproblemer, som nu må løses. Der er nemlig ikke mulighed for i de kommende 4-6 år både at tage sig af det såkaldte økonomiske demokrati og kampen mod papirvældet, lovjunglen og indkomstskatten. (…)Velstandens eneste ophav er produktionsudvikling. Teoretikere og arbejdsmodvillige skal ikke have lov til at forkrøble den ved på arbejdspladserne at indføre ævlebævleindretningerne, som universiteterne i de seneste år har været så rige på. (…) 23. Trafiksikkerhedshensyn sættes i spidsen ved anvendelse af de skatteyderpenge, der bevilges til vejanlæg og andre færdselsformål. 24. Forureningsbekæmpelsen fremskyndes, uanset om der herved på dette ene felt bliver tale om mere administration og anvendelse af flere skatteyderpenge. 25. (…) Fremskridtspartiet vil totalophæve Bank- og Sparekassetilsynet samt nedskære Monopoltilsynets personale til de tre mennesker, der behøves, for at Danmark ikke klart overtræder landets EF-forpligtelser."
Z_1973_chunk_010,Z_1973,party_program,Fremskridtspartiet,1973,Afvikling af indkomstskatterne,12,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.70,,,,needs_review,"keyword:erhvervsliv, keyword:virksomhed, keyword:konkurrence, multi_keyword:3","Ministerierne bliver: Socialministeriet, Miljøministeriet, Trafikministeriet, Undervisningsministeriet, Ministeriet for Afvikling af Offentlig Virksomhed, Finansministeriet, Justitsministeriet og Udenrigsministeriet. 31. På TV- og radioområdet indføres fri konkurrence og næringsfrihed. I hvert tilfælde de næste 10-15 år opretholdes Danmarks Radio som statsinstitution, dog med fem forbedringer: Licensbureaukratiet afløses af skattefinan[s]iering. Overflødighedspersonaleforbruget nedskæres. Radiorådet ophæves. Medarbejderrekruttering gøres ideologisk mindre ensidig. Genudsendelser sker langt hyppigere, således at TV som alle tre radioprogrammer køres 24 timer i døgnet, men i overvejende grad på konservesbasis. 32. Fremskridtspartiet går enigt til valg på, at Folketinget ikke skal skeje ud ved at påtage sig større reformopgaver, som kan aflede arbejdskraften fra kampen om de tre væsentlige samfundsonder: Indkomstskatten, bureaukratiet og lovforbistringen. Som følge deraf vil Fremskridtspartiet ikke i folketingsvalgperioden have noget at gøre med grundlovsændringer. (…) 33. Den momspligtige skal i 10 år gemme indkøbsbilag vedrørende indgående moms. Momspligtigt salg skal registreres på kasseapparat, fortløbende nummererede fakturaer eller andet kontrolbart materiale. Derimod bliver de ringen pligt overfor det offentlige til at føre momsregnskab. (…) 34. Videnskabeligt forskningsarbejde udføres i langt højere grad end som nu som kontraktforskning, altså på grundlag af aftaler mellem læreanstalten og det erhvervsliv, som viser en sådan interesse for forskningen, at det er villigt til at betale det pågældende projekts omkostninger. 35. I stedet for individuelle ejendoms- og grundskyldsvurderinger hvert fjerde år tildeles hver enkelt ejendom et grundtal svarende til den nuværende vurdering."
KrF_1973_chunk_000,KrF_1973,party_program,Kristeligt Folkeparti,1973,Principprogram,3,religion_etik_vaerdier,"Religion, etik og værdier",0.32,,,,needs_review,keyword:kristne,"Vor situation. På tærsklen til det tredie årtusinde efter Kristus befinder menneskeheden sig i en stadig voldsommere udviklingsproces med frembringelse af kolossale magtmidler, som indvirker på den omgivende natur og griber ind i alle menneskers tilværelse. Spørgsmålet er, om mennesket vil være i stand til at styre udviklingen til gavn for helheden, eller de farlige tendenser i den vil tage magten og føre os ind i katastrofen. Guds vilje. Aldrig før har det været så nødvendige for jordens befolkning at lade sig inspirere og lede af Guds vilje. Gud har hvert enkelt menneskes og hele menneskehedens vel for øje. Hans skabervilje er den højeste norm. Guds bud om at elske medmennesket som sig selv kalder også vor samtid ud af kortsynet egoisme til at dele livet med andre. De kristne. Gennem evangeliet om frelsen i Jesus Kristus kalder kristendommen mennesker til det evige liv. Samtidig kundgør kristen forkyndelse kærlighedsbudet og bevæger mennesker til at leve under kærlighedens indflydelse. Trods deres stadige svigten gør evangeliets lys de kristne til verdens lys og jordens salt, også hvad det politiske ansvar angår. De bliver bærere af kærlighedens revolution. Fred og retfærdighed. Guds kærlighedsvilje tilsiger os at basere det menneskelige fællesskab på fred og retfærdighed. Imellem racer, køn, generationer, politiske systemer og befolkningsgrupper må der skabes et dybt værdi- og interessefællesskab. Konflikter kan ikke undgås, men de må løses på en sådan måde, at det muliggør en fremtid for de implicerede parter."
KrF_1973_chunk_001,KrF_1973,party_program,Kristeligt Folkeparti,1973,Principprogram,4,religion_etik_vaerdier,"Religion, etik og værdier",1.08,ideologi_samfundssyn,Ideologi og samfundssyn,0.76,needs_review,"keyword:kristne, keyword:etik, keyword:værdier, multi_keyword:3, keyword:menneskesyn, keyword:værdier","Kamp. Vor verden er også syndens verden. Et fuldkomment samfund med fuldkomne mennesker kan ikke virkeliggøres. Enhver politisk messianisme ender i undertrykkelse af det ufuldkomne medmenneske. Dog er det mulige at gøre samfundet bedre. Dertil er vi forpligtet. Kampen for et bedre samfund bliver samtidig kampen imod egoismens, løgnagtighedens og hadets kræfter. I valget af begrænsede mål og midler må menneskets svaghed og syndighed tages i betragtning. De reelle politiske handlingsmuligheder indskrænkes undertiden til valget mellem et større og et mindre onde, men i henhold til den kristne etik gælder det, at KRISTELIGT FOLKEPARTI er af den overbevisning, at vold som regel ikke løser, men forværrer menneskers problemer både på det personlige, folkelige og mellemfolkelige plan. Den kristne tro rummer stærke bevæggrunde til under indtryk af tilværelsens personlige og samfundsmæssige tragedier ikke at opgive modet. Kristent menneskesyn. Intet samfund kan udvikle sig i en positiv retning under tilsidesættelse af de normer og værdier, der er forbundet med et kristent menneskesyn. KRISTELIGT FOLKEPARTI vedkender sig som politisk parti den forpligtelse og inspiration, der udgår fra den kristne etik og et kristent livs- og menneskesyn. Med højeste norm i det bibelske kærlighedsbud vil KRISTELIGT FOLKEPARTI tage stilling til de politiske problemer. Det enkelte menneske. Det er karakteristisk for kristen tankegang at tillægge det enkelte menneske afgørende betydning. Den menneskelige person er ikke blot et eksemplar af menneskeracen eller et samfundsmæssigt produkt."
KrF_1973_chunk_002,KrF_1973,party_program,Kristeligt Folkeparti,1973,Principprogram,16,boern_unge_familie,"Børn, unge og familie",0.50,ideologi_samfundssyn,Ideologi og samfundssyn,0.44,needs_review,"keyword:familien, keyword:trivsel, multi_keyword:2, keyword:menneskesyn, keyword:værdier, multi_keyword:2","At mennesket er en person indebærer, at det kan tænke selvstændige og træffe selvstændige beslutninger, som det kan drages til ansvar for. Det enkelte menneske har både pligter og rettigheder. Dets karakter af person må endvidere ses i forbindelse med dets forhold til medmennesket. KRISTELIGT FOLKEPARTI tager afstand fra politiske systemer og politiske beslutninger, der nedværdiger det enkelte menneske. Holdningsdannelse. KRISTELIGT FOLKEPARTI omfatter de holdningsdannende sider af samfundslivet med særlig interesse. Menneske bliver man kun ved at modtage påvirkninger fra sine medmennesker og forarbejde dem. Det er i den enkeltes og samfundets interesse, at der gives borgerne gode betingelser for at tilegne sig normer og værdier, der er i overensstemmelse med et kristent menneskesyn. Kernepolitik. I alle forhold i samfundet, hvor det gavner menneskers trivsel, lægger KRISTELIGT FOLKEPARTI vægt på at bevare de små enheder, så som familien, skolen, arbejdspladsen, kommunen. I stedet for et statsformynderi må man tilstræbe mindre selvforvaltende enheder af offentlig eller privat art, hvor de enkelte mennesker i højere grad kan udfolde deres personlighed og påtage sig personlige ansvar. I ganske særlig grad må familiens betydning fremhæves for menneskelig trivsel og opdragelsen af den kommende generation. En familiebevarende politik fastholder forældrenes førsteret og pligt til selv at opdrage børnene, selv i modstrid med skiftende regeringers gældende politiske målsætninger. Almenvellet. Guds omsorg gælder alle. Kristen næstekærlighed har et særligt ansvar for de svage og nødlidende."
KrF_1973_chunk_003,KrF_1973,party_program,Kristeligt Folkeparti,1973,Principprogram,8,religion_etik_vaerdier,"Religion, etik og værdier",0.54,,,,needs_review,"keyword:kristne, keyword:etiske, multi_keyword:2","Men den enkelte har også et ansvar for sig selv. Den enkelte må have frihed til at forfølge egne mål og interesser, hvor det ikke strider mod den etiske forpligtelse til at indordne sig i næstefællesskabet. Højere end den enkeltes økonomiske og politiske interesser står dog helhedens, fællesskabets tilsvarende interesser. Ud fra den kristne broderskabstanke vil KRISTELIGT FOLKEPARTI have helheden for øje, så ikke en enkelt gruppe favoriseres på en andens bekostning. Almenvellet i verdensperspektiv. Almenvellet som ledetråd betyder, at politik og samfundsliv skal være til gavn for alle. Tidligere er almenvellet blevet forstået som det, der gavnede det enkelte land og dets borgere. I dag er det bydende nødvendigt at forstå almenvellet i et verdensperspektiv, som det, der gavner menneskeheden som helhed. Højere end den enkelte stats økonomiske og politiske interesser står helhedens, menneskehedens tilsvarende interesser. Ingen nation må forfølge sin egen lykke i ubekymrethed over andres ulykke, ingen verdensdel berige sig på andres bekostning. Almenvellet gælder fremtiden. Hensynet til helheden gælder også fremtidige generationer. Vor generation har ikke ret til at forurene og opbruge så mange af jordens råstofressourcer, at der bliver alt for lidt at dele for de generationer, der skal afløse os på kloden. Det drejer sig om at sikre menneskehedens overlevelsesmuligheder. Den rigtige indstilling til disse enorme problemer er hverken overfladisk optimisme og uansvarlighed, eller en pessimistisk sløvhed."
KrF_1973_chunk_004,KrF_1973,party_program,Kristeligt Folkeparti,1973,Principprogram,4,ideologi_samfundssyn,Ideologi og samfundssyn,0.60,eu_udenrig_globalt,"EU, udenrigspolitik og globalt samarbejde",0.54,needs_review,"keyword:menneskesyn, keyword:fællesskab, multi_keyword:2, keyword:udenrigspolitik, keyword:internationale, multi_keyword:2","Der må være en stærk vilje til ud fra en langsigtet, fremtidsorienteret politik at angribe problemerne og foretage de nødvendige skridt, både på det nationale og internationale plan. Dansk politik. KRISTELIGT FOLKEPARTI vil støtte en politik, der gavner hele det danske folk. Ingen kan undværes, og den ene ikke erstatte eller udfylde den andens plads. Samarbejdstanken må slå dybe rødder, om vi i fællesskab skal bygge et samfund, som vi trygt kan videregive til vore børn. Både indenrigs- og udenrigspolitik skal i stigende grad indrettes efter vor verdensomspændende forpligtelse overfor den underpriviligerede del af menneskeheden. Politisk placering. Forankringen i et kristent menneskesyn og i det bibelske kærlighedsbudskab danner grundlag for politisk saglighed og et nøgternt forhold til politiske ideologier. KRISTELIGT FOLKEPARTI betegner sig som et social-liberalt parti som udtryk for sin vilje til ud fra en central placering at kunne tjene hele det danske folk, idet partiet forstår menneskets og samfundets sande interesser på baggrund af et kristent menneskesyn. Ud fra sine egne forudsætninger vil partiet foretage en nuanceret bedømmelse af de forskellige anskuelser og partier. Kristne partier. KRISTELIGT FOLKEPARTI vil samarbejde med sådanne kristne, demokratiske partier i andre lande, som vi i det væsentlige er på linje med, for derved at bidrage til mere menneskeværdige forhold i verden. Den kristne kirke har skelsættende betydning for menneskeheden både når det gælder menneskets evige frelse og dets jordiske liv, herunder samfundsliv og politik."
